Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1879,,,0,
1880,13.417778,24.714167,1,"=""053027"""
1881,14.090411,28.285753,1,"=""053027"""
1882,,,0,
1883,,,0,
1884,13.787705,29.174864,1,"=""053027"""
1885,13.193699,29.27589,1,"=""053027"""
1886,13.162191,28.032877,1,"=""053027"""
1887,12.299726,27.980274,1,"=""053027"""
1888,11.765847,29.781967,1,"=""053027"""
1889,13.316439,28.773973,1,"=""053027"""
1890,12.398356,27.985754,1,"=""053027"""
1891,12.352329,27.89178,1,"=""053027"""
1892,13.053005,28.10683,1,"=""053027"""
1893,13.121096,27.465754,1,"=""053027"""
1894,12.870137,26.997534,1,"=""053027"""
1895,13.128767,28.533424,1,"=""053027"""
1896,13.387432,27.627323,1,"=""053027"""
1897,13.198082,28.38959,1,"=""053027"""
1898,13.852877,27.639177,1,"=""053027"""
1899,13.186028,26.212055,1,"=""053027"""
1900,13.144657,26.146576,1,"=""053027"""
1901,,,0,
1902,13.482466,27.796986,1,"=""053027"""
1903,12.888122,25.354973,1,"=""053027"""
1904,10.8892565,27.694765,1,"=""053027"""
1905,10.447946,28.167124,1,"=""053027"""
1906,11.06137,28.086302,1,"=""053027"""
1907,,,0,
1908,,,0,
1909,,,0,
1910,,,0,
1911,,,0,
1912,,,0,
1913,,,0,
1914,,,0,
1915,,,0,
1916,,,0,
1917,,,0,
1918,,,0,
1919,,,0,
1920,,,0,
1921,,,0,
1922,,,0,
1923,,,0,
1924,,,0,
1925,,,0,
1926,,,0,
1927,,,0,
1928,,,0,
1929,,,0,
1930,,,0,
1931,,,0,
1932,,,0,
1933,,,0,
1934,,,0,
1935,,,0,
1936,,,0,
1937,,,0,
1938,,,0,
1939,,,0,
1940,,,0,
1941,,,0,
1942,,,0,
1943,,,0,
1944,,,0,
1945,,,0,
1946,,,0,
1947,,,0,
1948,,,0,
1949,,,0,
1950,,,0,
1951,,,0,
1952,,,0,
1953,,,0,
1954,,,0,
1955,11.685675,25.936289,1,"=""053027"""
1956,10.969081,24.746218,1,"=""053027"""
1957,11.527823,29.161983,1,"=""053027"""
1958,12.448767,27.617535,1,"=""053027"""
1959,11.531507,26.43726,1,"=""053027"""
1960,10.815027,26.431967,1,"=""053027"""
1961,11.427398,26.800549,1,"=""053027"""
1962,10.971507,26.09041,1,"=""053027"""
1963,12.063288,26.09041,1,"=""053027"""
1964,11.344262,26.45164,1,"=""053027"""
1965,11.9283225,27.830635,2,"=""053027;053048"""
1966,11.343562,25.771507,1,"=""053048"""
1967,12.245753,26.925753,1,"=""053048"""
1968,12.049454,25.880875,1,"=""053048"""
1969,12.721154,25.881044,1,"=""053048"""
1970,11.067671,25.881643,1,"=""053048"""
1971,11.025344,25.386776,1,"=""053048"""
1972,11.468852,26.368853,1,"=""053048"""
1973,13.56584,26.939503,1,"=""053048"""
1974,11.732055,25.500547,1,"=""053048"""
1975,12.296978,25.703297,1,"=""053048"""
1976,11.343716,25.395628,1,"=""053048"""
1977,12.406849,26.359179,1,"=""053048"""
1978,12.077808,24.846302,1,"=""053048"""
1979,12.803836,26.94822,1,"=""053048"""
1980,13.003825,27.862568,1,"=""053048"""
1981,13.170411,26.384657,1,"=""053048"""
1982,12.528493,26.566301,1,"=""053048"""
1983,13.092603,24.95726,1,"=""053048"""
1984,11.732241,24.836338,1,"=""053048"""
1985,11.975343,25.732328,1,"=""053048"""
1986,11.933972,26.008768,1,"=""053048"""
1987,12.810959,26.167124,1,"=""053048"""
1988,13.042076,25.812021,1,"=""053048"""
1989,12.510959,25.22959,1,"=""053048"""
1990,13.0744505,25.840548,1,"=""053048"""
1991,13.106028,26.25041,1,"=""053048"""
1992,12.012603,25.614208,1,"=""053048"""
1993,13.120822,26.607397,1,"=""053048"""
1994,11.804658,26.854246,1,"=""053048"""
1995,12.514794,25.730137,1,"=""053048"""
1996,11.9568305,25.790574,2,"=""053115;053048"""
1997,12.309588999999999,26.808639499999998,2,"=""053115;053048"""
1998,13.121918,25.880821,1,"=""053115"""
1999,12.035165,25.668768,1,"=""053115"""
2000,12.294262,26.263388,1,"=""053115"""
2001,11.882192,26.18493,1,"=""053115"""
2002,12.018083,27.910137,1,"=""053115"""
2003,12.095343,26.600273,1,"=""053115"""
2004,11.734973,26.656284,1,"=""053115"""
2005,12.769863,27.419178,1,"=""053115"""
2006,12.370685,27.20411,1,"=""053115"""
2007,12.946028,27.012877,1,"=""053115"""
2008,11.717486,25.878141,1,"=""053115"""
2009,12.89315,27.558905,1,"=""053115"""
2010,12.836712,25.396164,1,"=""053115"""
2011,12.461813,26.025753,1,"=""053115"""
2012,11.9153,26.404371,1,"=""053115"""
2013,12.497534,27.587946,1,"=""053115"""
2014,13.69863,28.098082,1,"=""053115"""
2015,13.079178,27.0537,1,"=""053115"""
2016,13.430411,27.09071,1,"=""053115"""
