Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1899,9.685479,22.911232,1,"=""080023"""
1900,9.624109,22.695068,1,"=""080023"""
1901,9.828022,23.235165,1,"=""080023"""
1902,9.467398,23.975069,1,"=""080023"""
1903,9.767672,22.910412,1,"=""080023"""
1904,9.472951,23.506285,1,"=""080023"""
1905,8.877809,22.606028,1,"=""080023"""
1906,,,0,
1907,,,0,
1908,,,0,
1909,8.869252,21.125345,1,"=""080023"""
1910,9.398342,22.35442,1,"=""080023"""
1911,9.177778,22.265266,1,"=""080023"""
1912,9.148199,22.496399,1,"=""080023"""
1913,9.082913,22.39162,1,"=""080023"""
1914,,,0,
1915,,,0,
1916,,,0,
1917,,,0,
1918,,,0,
1919,,,0,
1920,,,0,
1921,,,0,
1922,,,0,
1923,,,0,
1924,,,0,
1925,,,0,
1926,,,0,
1927,,,0,
1928,,,0,
1929,,,0,
1930,,,0,
1931,,,0,
1932,,,0,
1933,,,0,
1934,,,0,
1935,,,0,
1936,,,0,
1937,,,0,
1938,,,0,
1939,,,0,
1940,,,0,
1941,,,0,
1942,,,0,
1943,,,0,
1944,,,0,
1945,,,0,
1946,,,0,
1947,,,0,
1948,,,0,
1949,,,0,
1950,,,0,
1951,,,0,
1952,,,0,
1953,,,0,
1954,,,0,
1955,,,0,
1956,,,0,
1957,,,0,
1958,,,0,
1959,,,0,
1960,,,0,
1961,,,0,
1962,9.556438,22.58489,1,"=""080023"""
1963,9.867857,22.456985,1,"=""080023"""
1964,,,0,
1965,8.93844,22.700556,1,"=""080023"""
1966,,,0,
1967,9.007945,23.144932,1,"=""080023"""
1968,9.877049,22.471584,1,"=""080023"""
1969,9.214444,22.299164,1,"=""080023"""
1970,,,0,
1971,9.915384,22.296703,1,"=""080023"""
1972,9.57541,23.036886,1,"=""080023"""
1973,10.121883,21.929916,1,"=""080023"""
1974,10.435555,21.737223,1,"=""080023"""
1975,10.214049,22.716156,1,"=""080023"""
1976,9.345329,22.458954,1,"=""080023"""
1977,9.211538,22.876099,1,"=""080023"""
1978,9.704945,22.211813,1,"=""080023"""
1979,9.877961,22.847513,1,"=""080023"""
1980,9.683056,23.256907,1,"=""080023"""
1981,10.29011,23.03544,1,"=""080023"""
1982,9.485278,23.748333,1,"=""080023"""
1983,,,0,
1984,9.003305,22.289257,1,"=""080023"""
1985,9.7517805,22.670914,1,"=""080023"""
1986,9.381492,21.783978,1,"=""080023"""
1987,,,0,
1988,10.509615,23.238186,1,"=""080023"""
1989,10.016483,22.4239,1,"=""080023"""
1990,10.252473,23.11978,1,"=""080023"""
1991,9.885205,23.038904,1,"=""080023"""
1992,9.729781,21.456043,1,"=""080023"""
1993,9.827124,22.515617,1,"=""080023"""
1994,9.367124,23.204659,1,"=""080023"""
1995,9.570879,22.063835,1,"=""080023"""
1996,9.244289,21.955465,1,"=""080023"""
1997,9.5679455,23.465385,1,"=""080023"""
1998,9.693682,23.00055,1,"=""080023"""
1999,10.10442,23.102486,1,"=""080023"""
2000,9.653006,23.242191,1,"=""080023"""
2001,9.5710745,23.396961,1,"=""080023"""
2002,9.126027,24.018082,1,"=""080023"""
2003,9.447124,23.02685,1,"=""080023"""
2004,9.076374,23.207438,1,"=""080023"""
2005,9.347253,23.363737,1,"=""080023"""
2006,9.052329,24.003288,1,"=""080023"""
2007,10.37033,24.262363,1,"=""080023"""
2008,9.57383,23.481285,1,"=""080023"""
2009,10.110193,24.365564,1,"=""080023"""
2010,10.065651,22.8,1,"=""080023"""
2011,10.115084,23.17688,1,"=""080023"""
2012,9.609066,23.263462,1,"=""080023"""
2013,10.142149,24.297802,1,"=""080023"""
2014,10.189779,24.642466,1,"=""080023"""
2015,9.987879,24.06456,1,"=""080023"""
2016,10.634444,23.472528,1,"=""080023"""
