Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1908,,,0,
1909,8.502192,21.7063,1,"=""021046"""
1910,9.750685,22.619726,1,"=""021046"""
1911,9.884658,23.11566,1,"=""021046"""
1912,10.227595,23.592896,1,"=""021046"""
1913,10.076308,23.569315,1,"=""021046"""
1914,11.145961,25.283009,1,"=""021046"""
1915,9.648077,23.092876,1,"=""021046"""
1916,9.276776,22.352459,1,"=""021046"""
1917,9.551781,22.026028,1,"=""021046"""
1918,9.784384,23.502192,1,"=""021046"""
1919,9.892877,24.024931,1,"=""021046"""
1920,9.3093405,23.299454,1,"=""021046"""
1921,10.088493,24.021645,1,"=""021046"""
1922,9.2446575,23.440823,1,"=""021046"""
1923,9.707692,23.550686,1,"=""021046"""
1924,8.732513,22.409016,1,"=""021046"""
1925,9.199452,23.303572,1,"=""021046"""
1926,9.273425,23.076712,1,"=""021046"""
1927,8.884658,23.466576,1,"=""021046"""
1928,9.72,23.588524,1,"=""021046"""
1929,9.207143,22.5,1,"=""021046"""
1930,9.7846575,24.311234,1,"=""021046"""
1931,9.06137,22.316208,1,"=""021046"""
1932,9.300273,22.394262,1,"=""021046"""
1933,8.610556,22.861095,1,"=""021046"""
1934,10.0421915,23.930685,1,"=""021046"""
1935,9.851233,22.838903,1,"=""021046"""
1936,10.006011,23.04399,1,"=""021046"""
1937,10.172876,23.023901,1,"=""021046"""
1938,9.8290415,23.342857,1,"=""021046"""
1939,10.295342,23.249315,1,"=""021046"""
1940,9.455738,23.719398,1,"=""021046"""
1941,9.952055,22.823288,1,"=""021046"""
1942,10.012329,23.457808,1,"=""021046"""
1943,8.922527,22.587397,1,"=""021046"""
1944,9.701913,23.342077,1,"=""021046"""
1945,9.617808,22.787672,1,"=""021046"""
1946,9.225754,22.44548,1,"=""021046"""
1947,10.37178,23.193974,1,"=""021046"""
1948,9.2254095,22.977322,1,"=""021046"""
1949,9.23863,22.216164,1,"=""021046"""
1950,9.729201,23.812328,1,"=""021046"""
1951,10.173698,23.53041,1,"=""021046"""
1952,9.10082,22.416666,1,"=""021046"""
1953,9.449589,23.709864,1,"=""021046"""
1954,9.124793,23.548077,1,"=""021046"""
1955,10.179121,23.099724,1,"=""021046"""
1956,,,0,
1957,7.2872577,24.75,1,"=""021046"""
1958,7.6456046,22.858631,1,"=""021046"""
1959,9.283889,24.2325,1,"=""021046"""
1960,9.1942625,22.28907,1,"=""021046"""
1961,9.371625,24.117355,1,"=""021046"""
1962,9.431405,23.45179,1,"=""021046"""
1963,9.803073,23.121883,1,"=""021046"""
1964,8.834903,22.236666,1,"=""021046"""
1965,,,0,
1966,,,0,
1967,9.806061,23.760942,1,"=""021046"""
1968,10.403064,22.94846,1,"=""021046"""
1969,9.386149,22.833517,1,"=""021046"""
1970,9.290028,22.681492,1,"=""021046"""
1971,10.121348,23.085634,1,"=""021046"""
1972,9.261326,23.90854,1,"=""021046"""
1973,10.663361,23.817905,1,"=""021046"""
1974,,,0,
1975,,,0,
1976,,,0,
1977,,,0,
1978,,,0,
1979,,,0,
1980,,,0,
1981,,,0,
1982,,,0,
1983,,,0,
1984,,,0,
1985,,,0,
1986,,,0,
1987,,,0,
1988,10.5033245,24.106594,1,"=""021046"""
1989,10.098314,22.997478,1,"=""021046"""
1990,,,0,
1991,,,0,
1992,,,0,
1993,9.800559,23.834167,1,"=""021046"""
1994,9.6136875,23.824581,1,"=""021046"""
1995,9.556077,22.992266,1,"=""021046"""
1996,8.926316,23.152908,1,"=""021046"""
1997,9.092542,23.627348,1,"=""021046"""
1998,9.493593,23.573334,1,"=""021046"""
1999,10.05457,24.164286,1,"=""021046"""
2000,10.650415,24.060833,1,"=""021046"""
2001,,,0,
2002,,,0,
2003,,,0,
2004,,,0,
2005,9.115,24.328333,1,"=""021133"""
2006,8.542265,24.301657,1,"=""021133"""
2007,9.541369,24.78411,1,"=""021133"""
2008,8.722284,24.04337,1,"=""021133"""
2009,9.05028,24.57361,1,"=""021133"""
2010,8.841598,23.455372,1,"=""021133"""
2011,9.274652,23.812222,1,"=""021133"""
2012,8.930327,24.028961,1,"=""021133"""
2013,9.67726,24.371233,1,"=""021133"""
2014,8.900822,24.748352,1,"=""021133"""
2015,8.961432,24.228493,1,"=""021133"""
2016,9.236986,23.609016,1,"=""021133"""
