Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1946,12.867671,19.835068,1,"=""068034"""
1947,13.366575,19.624931,1,"=""068034"""
1948,13.214754,19.118305,1,"=""068034"""
1949,13.51589,18.972528,1,"=""068034"""
1950,,,0,
1951,13.500274,19.636986,1,"=""068034"""
1952,13.135246,19.534973,1,"=""068034"""
1953,13.333698,19.40137,1,"=""068034"""
1954,13.753425,19.564384,1,"=""068034"""
1955,13.672055,19.751232,1,"=""068034"""
1956,13.273352,19.40082,1,"=""068034"""
1957,13.292877,20.312056,1,"=""068034"""
1958,13.424658,20.279451,1,"=""068034"""
1959,14.129041,19.998903,1,"=""068034"""
1960,13.401096,19.38274,1,"=""068034"""
1961,13.707945,19.640549,1,"=""068034"""
1962,13.446575,19.446575,1,"=""068034"""
1963,13.776986,19.698082,1,"=""068034"""
1964,13.310383,20.109564,1,"=""068034"""
1965,13.401917,20.024109,1,"=""068034"""
1966,13.349041,19.439178,1,"=""068034"""
1967,13.462088,19.777534,1,"=""068034"""
1968,,,0,
1969,13.778904,19.698082,1,"=""068034"""
1970,13.089863,19.536438,1,"=""068034"""
1971,13.323562,19.644657,1,"=""068034"""
1972,13.754372,19.875137,1,"=""068034"""
1973,14.350685,20.453424,1,"=""068034"""
1974,13.545205,19.499725,1,"=""068034"""
1975,13.781593,20.22959,1,"=""068034"""
1976,13.514208,19.635616,1,"=""068034"""
1977,13.424791,20.271233,1,"=""068034"""
1978,13.535617,19.925348,1,"=""068034"""
1979,13.918132,20.29918,1,"=""068034"""
1980,14.189891,20.929888,1,"=""068034"""
1981,13.994506,20.274246,1,"=""068034"""
1982,,,0,
1983,14.004748,20.117807,1,"=""068034"""
1984,,,0,
1985,,,0,
1986,13.613055,19.745983,1,"=""068034"""
1987,13.9100275,19.997534,1,"=""068034"""
1988,,,0,
1989,13.956057,19.84274,1,"=""068034"""
1990,,,0,
1991,,,0,
1992,,,0,
1993,13.972549,20.035475,1,"=""068034"""
1994,,,0,
1995,13.257852,19.614246,1,"=""068034"""
1996,13.282172,19.65845,1,"=""068034"""
1997,,,0,
1998,,,0,
1999,,,0,
2000,,,0,
2001,,,0,
2002,13.899442,20.553072,1,"=""068151"""
2003,13.933149,20.309393,1,"=""068151"""
2004,,,0,
2005,14.2495775,20.99352,1,"=""068151"""
2006,14.1014,20.711765,1,"=""068151"""
2007,14.531389,20.811388,1,"=""068151"""
2008,13.639045,20.108427,1,"=""068151"""
2009,,,0,
2010,14.418889,20.448343,1,"=""068151"""
2011,14.31906,20.220549,1,"=""068151"""
2012,13.745628,20.01694,1,"=""068151"""
2013,14.404657,21.138905,1,"=""068151"""
2014,14.775342,21.18544,1,"=""068151"""
2015,14.433972,20.823013,1,"=""068151"""
2016,14.815343,21.26858,1,"=""068151"""
