Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,059151,2013,01,01,,,
IDCJAC0011,059151,2013,01,02,,,
IDCJAC0011,059151,2013,01,03,,,
IDCJAC0011,059151,2013,01,04,,,
IDCJAC0011,059151,2013,01,05,,,
IDCJAC0011,059151,2013,01,06,,,
IDCJAC0011,059151,2013,01,07,,,
IDCJAC0011,059151,2013,01,08,,,
IDCJAC0011,059151,2013,01,09,,,
IDCJAC0011,059151,2013,01,10,,,
IDCJAC0011,059151,2013,01,11,,,
IDCJAC0011,059151,2013,01,12,,,
IDCJAC0011,059151,2013,01,13,,,
IDCJAC0011,059151,2013,01,14,,,
IDCJAC0011,059151,2013,01,15,,,
IDCJAC0011,059151,2013,01,16,,,
IDCJAC0011,059151,2013,01,17,,,
IDCJAC0011,059151,2013,01,18,,,
IDCJAC0011,059151,2013,01,19,,,
IDCJAC0011,059151,2013,01,20,,,
IDCJAC0011,059151,2013,01,21,,,
IDCJAC0011,059151,2013,01,22,,,
IDCJAC0011,059151,2013,01,23,,,
IDCJAC0011,059151,2013,01,24,,,
IDCJAC0011,059151,2013,01,25,,,
IDCJAC0011,059151,2013,01,26,,,
IDCJAC0011,059151,2013,01,27,,,
IDCJAC0011,059151,2013,01,28,,,
IDCJAC0011,059151,2013,01,29,,,
IDCJAC0011,059151,2013,01,30,,,
IDCJAC0011,059151,2013,01,31,,,
IDCJAC0011,059151,2013,02,01,,,
IDCJAC0011,059151,2013,02,02,,,
IDCJAC0011,059151,2013,02,03,,,
IDCJAC0011,059151,2013,02,04,,,
IDCJAC0011,059151,2013,02,05,,,
IDCJAC0011,059151,2013,02,06,,,
IDCJAC0011,059151,2013,02,07,,,
IDCJAC0011,059151,2013,02,08,,,
IDCJAC0011,059151,2013,02,09,,,
IDCJAC0011,059151,2013,02,10,,,
IDCJAC0011,059151,2013,02,11,,,
IDCJAC0011,059151,2013,02,12,,,
IDCJAC0011,059151,2013,02,13,,,
IDCJAC0011,059151,2013,02,14,,,
IDCJAC0011,059151,2013,02,15,,,
IDCJAC0011,059151,2013,02,16,,,
IDCJAC0011,059151,2013,02,17,,,
IDCJAC0011,059151,2013,02,18,,,
IDCJAC0011,059151,2013,02,19,,,
IDCJAC0011,059151,2013,02,20,,,
IDCJAC0011,059151,2013,02,21,,,
IDCJAC0011,059151,2013,02,22,,,
IDCJAC0011,059151,2013,02,23,,,
IDCJAC0011,059151,2013,02,24,,,
IDCJAC0011,059151,2013,02,25,,,
IDCJAC0011,059151,2013,02,26,,,
IDCJAC0011,059151,2013,02,27,,,
IDCJAC0011,059151,2013,02,28,,,
IDCJAC0011,059151,2013,03,01,,,
IDCJAC0011,059151,2013,03,02,,,
IDCJAC0011,059151,2013,03,03,,,
IDCJAC0011,059151,2013,03,04,,,
IDCJAC0011,059151,2013,03,05,,,
IDCJAC0011,059151,2013,03,06,,,
IDCJAC0011,059151,2013,03,07,,,
IDCJAC0011,059151,2013,03,08,,,
IDCJAC0011,059151,2013,03,09,,,
IDCJAC0011,059151,2013,03,10,,,
IDCJAC0011,059151,2013,03,11,,,
IDCJAC0011,059151,2013,03,12,,,
IDCJAC0011,059151,2013,03,13,,,
IDCJAC0011,059151,2013,03,14,,,
IDCJAC0011,059151,2013,03,15,,,
IDCJAC0011,059151,2013,03,16,,,
IDCJAC0011,059151,2013,03,17,,,
IDCJAC0011,059151,2013,03,18,,,
IDCJAC0011,059151,2013,03,19,,,
IDCJAC0011,059151,2013,03,20,,,
IDCJAC0011,059151,2013,03,21,,,
IDCJAC0011,059151,2013,03,22,,,
IDCJAC0011,059151,2013,03,23,,,
IDCJAC0011,059151,2013,03,24,,,
IDCJAC0011,059151,2013,03,25,,,
IDCJAC0011,059151,2013,03,26,,,
IDCJAC0011,059151,2013,03,27,,,
IDCJAC0011,059151,2013,03,28,,,
IDCJAC0011,059151,2013,03,29,,,
IDCJAC0011,059151,2013,03,30,,,
IDCJAC0011,059151,2013,03,31,,,
IDCJAC0011,059151,2013,04,01,,,
IDCJAC0011,059151,2013,04,02,,,
IDCJAC0011,059151,2013,04,03,,,
IDCJAC0011,059151,2013,04,04,,,
IDCJAC0011,059151,2013,04,05,,,
IDCJAC0011,059151,2013,04,06,,,
IDCJAC0011,059151,2013,04,07,,,
IDCJAC0011,059151,2013,04,08,,,
IDCJAC0011,059151,2013,04,09,,,
IDCJAC0011,059151,2013,04,10,,,
IDCJAC0011,059151,2013,04,11,,,
IDCJAC0011,059151,2013,04,12,,,
IDCJAC0011,059151,2013,04,13,,,
IDCJAC0011,059151,2013,04,14,,,
IDCJAC0011,059151,2013,04,15,,,
IDCJAC0011,059151,2013,04,16,,,
IDCJAC0011,059151,2013,04,17,,,
IDCJAC0011,059151,2013,04,18,,,
IDCJAC0011,059151,2013,04,19,,,
IDCJAC0011,059151,2013,04,20,,,
IDCJAC0011,059151,2013,04,21,,,
IDCJAC0011,059151,2013,04,22,,,
IDCJAC0011,059151,2013,04,23,,,
IDCJAC0011,059151,2013,04,24,,,
IDCJAC0011,059151,2013,04,25,,,
IDCJAC0011,059151,2013,04,26,,,
IDCJAC0011,059151,2013,04,27,,,
IDCJAC0011,059151,2013,04,28,,,
IDCJAC0011,059151,2013,04,29,,,
IDCJAC0011,059151,2013,04,30,,,
IDCJAC0011,059151,2013,05,01,,,
IDCJAC0011,059151,2013,05,02,,,
IDCJAC0011,059151,2013,05,03,,,
IDCJAC0011,059151,2013,05,04,,,
IDCJAC0011,059151,2013,05,05,,,
IDCJAC0011,059151,2013,05,06,,,
IDCJAC0011,059151,2013,05,07,,,
IDCJAC0011,059151,2013,05,08,,,
IDCJAC0011,059151,2013,05,09,,,
IDCJAC0011,059151,2013,05,10,,,
IDCJAC0011,059151,2013,05,11,,,
IDCJAC0011,059151,2013,05,12,,,
IDCJAC0011,059151,2013,05,13,,,
IDCJAC0011,059151,2013,05,14,,,
IDCJAC0011,059151,2013,05,15,,,
IDCJAC0011,059151,2013,05,16,,,
IDCJAC0011,059151,2013,05,17,,,
IDCJAC0011,059151,2013,05,18,,,
IDCJAC0011,059151,2013,05,19,,,
IDCJAC0011,059151,2013,05,20,,,
IDCJAC0011,059151,2013,05,21,,,
IDCJAC0011,059151,2013,05,22,,,
IDCJAC0011,059151,2013,05,23,,,
IDCJAC0011,059151,2013,05,24,,,
IDCJAC0011,059151,2013,05,25,,,
IDCJAC0011,059151,2013,05,26,,,
IDCJAC0011,059151,2013,05,27,,,
IDCJAC0011,059151,2013,05,28,,,
IDCJAC0011,059151,2013,05,29,,,
IDCJAC0011,059151,2013,05,30,,,
IDCJAC0011,059151,2013,05,31,,,
IDCJAC0011,059151,2013,06,01,,,
IDCJAC0011,059151,2013,06,02,,,
IDCJAC0011,059151,2013,06,03,,,
IDCJAC0011,059151,2013,06,04,,,
IDCJAC0011,059151,2013,06,05,,,
IDCJAC0011,059151,2013,06,06,,,
IDCJAC0011,059151,2013,06,07,,,
IDCJAC0011,059151,2013,06,08,,,
IDCJAC0011,059151,2013,06,09,,,
IDCJAC0011,059151,2013,06,10,,,
IDCJAC0011,059151,2013,06,11,,,
IDCJAC0011,059151,2013,06,12,,,
IDCJAC0011,059151,2013,06,13,,,
IDCJAC0011,059151,2013,06,14,,,
IDCJAC0011,059151,2013,06,15,,,
IDCJAC0011,059151,2013,06,16,,,
IDCJAC0011,059151,2013,06,17,,,
IDCJAC0011,059151,2013,06,18,,,
IDCJAC0011,059151,2013,06,19,,,
IDCJAC0011,059151,2013,06,20,,,
IDCJAC0011,059151,2013,06,21,,,
IDCJAC0011,059151,2013,06,22,,,
IDCJAC0011,059151,2013,06,23,,,
IDCJAC0011,059151,2013,06,24,,,
IDCJAC0011,059151,2013,06,25,,,
IDCJAC0011,059151,2013,06,26,,,
IDCJAC0011,059151,2013,06,27,,,
IDCJAC0011,059151,2013,06,28,,,
IDCJAC0011,059151,2013,06,29,,,
IDCJAC0011,059151,2013,06,30,,,
IDCJAC0011,059151,2013,07,01,,,
IDCJAC0011,059151,2013,07,02,,,
IDCJAC0011,059151,2013,07,03,,,
IDCJAC0011,059151,2013,07,04,,,
IDCJAC0011,059151,2013,07,05,,,
IDCJAC0011,059151,2013,07,06,,,
IDCJAC0011,059151,2013,07,07,,,
IDCJAC0011,059151,2013,07,08,,,
IDCJAC0011,059151,2013,07,09,,,
IDCJAC0011,059151,2013,07,10,,,
IDCJAC0011,059151,2013,07,11,,,
IDCJAC0011,059151,2013,07,12,,,
IDCJAC0011,059151,2013,07,13,,,
IDCJAC0011,059151,2013,07,14,,,
IDCJAC0011,059151,2013,07,15,,,
IDCJAC0011,059151,2013,07,16,,,
IDCJAC0011,059151,2013,07,17,,,
IDCJAC0011,059151,2013,07,18,,,
IDCJAC0011,059151,2013,07,19,,,
IDCJAC0011,059151,2013,07,20,,,
IDCJAC0011,059151,2013,07,21,,,
IDCJAC0011,059151,2013,07,22,,,
IDCJAC0011,059151,2013,07,23,,,
IDCJAC0011,059151,2013,07,24,,,
IDCJAC0011,059151,2013,07,25,,,
IDCJAC0011,059151,2013,07,26,,,
IDCJAC0011,059151,2013,07,27,,,
IDCJAC0011,059151,2013,07,28,,,
IDCJAC0011,059151,2013,07,29,,,
IDCJAC0011,059151,2013,07,30,,,
IDCJAC0011,059151,2013,07,31,,,
IDCJAC0011,059151,2013,08,01,,,
IDCJAC0011,059151,2013,08,02,,,
IDCJAC0011,059151,2013,08,03,,,
IDCJAC0011,059151,2013,08,04,,,
IDCJAC0011,059151,2013,08,05,,,
IDCJAC0011,059151,2013,08,06,,,
IDCJAC0011,059151,2013,08,07,,,
IDCJAC0011,059151,2013,08,08,,,
IDCJAC0011,059151,2013,08,09,,,
IDCJAC0011,059151,2013,08,10,5.6,1,Y
IDCJAC0011,059151,2013,08,11,5.9,1,Y
IDCJAC0011,059151,2013,08,12,10.7,1,Y
IDCJAC0011,059151,2013,08,13,6.7,1,Y
IDCJAC0011,059151,2013,08,14,9.2,1,Y
IDCJAC0011,059151,2013,08,15,6.5,1,Y
IDCJAC0011,059151,2013,08,16,5.0,1,Y
IDCJAC0011,059151,2013,08,17,12.7,1,Y
IDCJAC0011,059151,2013,08,18,6.4,1,Y
IDCJAC0011,059151,2013,08,19,5.2,1,Y
IDCJAC0011,059151,2013,08,20,7.9,1,Y
IDCJAC0011,059151,2013,08,21,5.6,1,Y
IDCJAC0011,059151,2013,08,22,1.4,1,Y
IDCJAC0011,059151,2013,08,23,6.3,1,Y
IDCJAC0011,059151,2013,08,24,4.6,1,Y
IDCJAC0011,059151,2013,08,25,7.3,1,Y
IDCJAC0011,059151,2013,08,26,8.3,1,Y
IDCJAC0011,059151,2013,08,27,7.7,1,Y
IDCJAC0011,059151,2013,08,28,6.9,1,Y
IDCJAC0011,059151,2013,08,29,9.3,1,Y
IDCJAC0011,059151,2013,08,30,15.8,1,Y
IDCJAC0011,059151,2013,08,31,15.5,1,Y
IDCJAC0011,059151,2013,09,01,13.7,1,Y
IDCJAC0011,059151,2013,09,02,14.4,1,Y
IDCJAC0011,059151,2013,09,03,12.5,1,Y
IDCJAC0011,059151,2013,09,04,12.3,1,Y
IDCJAC0011,059151,2013,09,05,10.5,1,Y
IDCJAC0011,059151,2013,09,06,10.4,1,Y
IDCJAC0011,059151,2013,09,07,11.8,1,Y
IDCJAC0011,059151,2013,09,08,9.6,1,Y
IDCJAC0011,059151,2013,09,09,14.0,1,Y
IDCJAC0011,059151,2013,09,10,15.3,1,Y
IDCJAC0011,059151,2013,09,11,15.1,1,Y
IDCJAC0011,059151,2013,09,12,10.4,1,Y
IDCJAC0011,059151,2013,09,13,12.6,1,Y
IDCJAC0011,059151,2013,09,14,16.4,1,Y
IDCJAC0011,059151,2013,09,15,16.0,1,Y
IDCJAC0011,059151,2013,09,16,15.7,1,Y
IDCJAC0011,059151,2013,09,17,16.9,1,Y
IDCJAC0011,059151,2013,09,18,11.3,1,Y
IDCJAC0011,059151,2013,09,19,11.1,1,Y
IDCJAC0011,059151,2013,09,20,10.2,1,Y
IDCJAC0011,059151,2013,09,21,6.2,1,Y
IDCJAC0011,059151,2013,09,22,7.5,1,Y
IDCJAC0011,059151,2013,09,23,10.9,1,Y
IDCJAC0011,059151,2013,09,24,15.6,1,Y
IDCJAC0011,059151,2013,09,25,10.9,1,Y
IDCJAC0011,059151,2013,09,26,18.3,1,Y
IDCJAC0011,059151,2013,09,27,16.6,1,Y
IDCJAC0011,059151,2013,09,28,14.3,1,Y
IDCJAC0011,059151,2013,09,29,9.1,1,Y
IDCJAC0011,059151,2013,09,30,11.6,1,Y
IDCJAC0011,059151,2013,10,01,15.9,1,Y
IDCJAC0011,059151,2013,10,02,14.9,1,Y
IDCJAC0011,059151,2013,10,03,14.5,1,Y
IDCJAC0011,059151,2013,10,04,11.2,1,Y
IDCJAC0011,059151,2013,10,05,8.3,1,Y
IDCJAC0011,059151,2013,10,06,9.8,1,Y
IDCJAC0011,059151,2013,10,07,10.5,1,Y
IDCJAC0011,059151,2013,10,08,15.3,1,Y
IDCJAC0011,059151,2013,10,09,9.7,1,Y
IDCJAC0011,059151,2013,10,10,9.7,1,Y
IDCJAC0011,059151,2013,10,11,14.8,1,Y
IDCJAC0011,059151,2013,10,12,18.3,1,Y
IDCJAC0011,059151,2013,10,13,20.7,1,Y
IDCJAC0011,059151,2013,10,14,17.5,1,Y
IDCJAC0011,059151,2013,10,15,11.4,1,Y
IDCJAC0011,059151,2013,10,16,14.7,1,Y
IDCJAC0011,059151,2013,10,17,17.3,1,Y
IDCJAC0011,059151,2013,10,18,17.7,1,Y
IDCJAC0011,059151,2013,10,19,15.1,1,Y
IDCJAC0011,059151,2013,10,20,14.1,1,Y
IDCJAC0011,059151,2013,10,21,17.8,1,Y
IDCJAC0011,059151,2013,10,22,18.8,1,Y
IDCJAC0011,059151,2013,10,23,19.1,1,Y
IDCJAC0011,059151,2013,10,24,21.9,1,Y
IDCJAC0011,059151,2013,10,25,16.4,1,Y
IDCJAC0011,059151,2013,10,26,15.2,1,Y
IDCJAC0011,059151,2013,10,27,12.2,1,Y
IDCJAC0011,059151,2013,10,28,16.7,1,Y
IDCJAC0011,059151,2013,10,29,16.8,1,Y
IDCJAC0011,059151,2013,10,30,15.8,1,Y
IDCJAC0011,059151,2013,10,31,9.8,1,Y
IDCJAC0011,059151,2013,11,01,10.4,1,Y
IDCJAC0011,059151,2013,11,02,15.5,1,Y
IDCJAC0011,059151,2013,11,03,17.1,1,Y
IDCJAC0011,059151,2013,11,04,17.0,1,Y
IDCJAC0011,059151,2013,11,05,13.5,1,Y
IDCJAC0011,059151,2013,11,06,16.3,1,Y
IDCJAC0011,059151,2013,11,07,12.4,1,Y
IDCJAC0011,059151,2013,11,08,15.3,1,Y
IDCJAC0011,059151,2013,11,09,16.8,1,Y
IDCJAC0011,059151,2013,11,10,18.3,1,Y
IDCJAC0011,059151,2013,11,11,16.7,1,Y
IDCJAC0011,059151,2013,11,12,17.8,1,Y
IDCJAC0011,059151,2013,11,13,18.4,1,Y
IDCJAC0011,059151,2013,11,14,18.5,1,Y
IDCJAC0011,059151,2013,11,15,15.0,1,Y
IDCJAC0011,059151,2013,11,16,17.7,1,Y
IDCJAC0011,059151,2013,11,17,11.6,1,Y
IDCJAC0011,059151,2013,11,18,15.2,1,Y
IDCJAC0011,059151,2013,11,19,13.4,1,Y
IDCJAC0011,059151,2013,11,20,17.7,1,Y
IDCJAC0011,059151,2013,11,21,15.2,1,Y
IDCJAC0011,059151,2013,11,22,17.8,1,Y
IDCJAC0011,059151,2013,11,23,19.6,1,Y
IDCJAC0011,059151,2013,11,24,16.2,1,Y
IDCJAC0011,059151,2013,11,25,14.9,1,Y
IDCJAC0011,059151,2013,11,26,15.5,1,Y
IDCJAC0011,059151,2013,11,27,15.1,1,Y
IDCJAC0011,059151,2013,11,28,12.5,1,Y
IDCJAC0011,059151,2013,11,29,19.4,1,Y
IDCJAC0011,059151,2013,11,30,15.7,1,Y
IDCJAC0011,059151,2013,12,01,14.8,1,Y
IDCJAC0011,059151,2013,12,02,16.1,1,Y
IDCJAC0011,059151,2013,12,03,14.7,1,Y
IDCJAC0011,059151,2013,12,04,15.5,1,Y
IDCJAC0011,059151,2013,12,05,21.1,1,Y
IDCJAC0011,059151,2013,12,06,10.5,1,Y
IDCJAC0011,059151,2013,12,07,12.6,1,Y
IDCJAC0011,059151,2013,12,08,15.4,1,Y
IDCJAC0011,059151,2013,12,09,19.4,1,Y
IDCJAC0011,059151,2013,12,10,21.0,1,Y
IDCJAC0011,059151,2013,12,11,18.9,1,Y
IDCJAC0011,059151,2013,12,12,18.9,1,Y
