Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1938,,,0,
1939,10.082045,19.491087,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1940,9.57459,19.875414,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1941,9.725895,18.80303,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1942,9.545179,19.536915,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1943,8.754696,18.436289,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1944,8.989916,19.33455,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1945,9.095834,18.867222,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1946,,,0,
1947,,,0,
1948,,,0,
1949,8.985154,18.506111,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1950,9.789197,19.176191,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1951,9.455372,19.640278,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1952,,,0,
1953,9.218356,19.310959,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1954,8.952877,19.500822,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1955,9.211879,19.6028,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1956,9.436565,18.82555,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1957,8.511765,19.834358,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1958,9.045,19.010336,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1959,,,0,
1960,9.195879,19.657967,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1961,9.675824,20.045153,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1962,,,0,
1963,,,0,
1964,,,0,
1965,,,0,
1966,,,0,
1967,8.523835,19.52389,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1968,9.379723,19.955555,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1969,9.340822,19.244598,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1970,8.975482,19.00055,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1971,9.208493,19.766392,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1972,8.954099,20.293957,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1973,9.775617,20.09452,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1974,9.75452,19.329916,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1975,9.700827,19.874794,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1976,9.546154,19.131653,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1977,9.291436,19.315042,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1978,9.729315,19.21014,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1979,9.360822,20.41863,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1980,9.640548,20.74361,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1981,9.606944,20.106667,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1982,9.238951,20.280716,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1983,9.651781,19.768145,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1984,,,0,
1985,9.503836,19.284021,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1986,8.888705,19.196667,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1987,8.921918,19.500555,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1988,9.950276,20.45,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1989,,,0,
1990,9.783656,19.744658,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1991,9.769337,19.676945,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1992,9.517175,18.88388,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1993,9.905571,19.588951,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1994,9.173151,19.43233,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1995,9.341096,18.780548,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1996,,,0,
1997,9.69146,20.044384,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
1998,,,0,
1999,9.964011,20.409315,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
2000,10.032687,20.3,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
2001,10.150697,19.995878,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
2002,9.692738,20.19233,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
2003,9.545278,20.227823,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
2004,9.832783,19.882513,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
2005,9.963562,20.731234,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
2006,9.381868,20.040821,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
2007,10.452329,20.682966,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
2008,9.692603,20.285164,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
2009,9.969505,21.120878,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
2010,10.087398,20.335342,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
2011,10.2739725,19.919231,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
2012,9.941644,20.250137,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
2013,,,0,
2014,10.395856,20.901102,1,"=""d3e5496d-f19f-4b70-8b6f-b5ab302b6d05"""
2015,,,0,
2016,,,0,
2017,,,0,
2018,,,0,
2019,,,0,
2020,,,0,
2021,,,0,
