Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1910,,,0,
1911,,,0,
1912,,,0,
1913,,,0,
1914,15.599154,32.304142,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1915,16.905754,33.780823,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1916,17.332787,32.95164,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1917,16.792877,32.15824,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1918,16.230412,32.45387,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1919,16.483242,32.959503,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1920,18.328846,32.82712,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1921,18.365746,32.056046,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1922,16.799726,32.54411,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1923,16.701378,32.83829,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1924,17.981693,32.76639,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1925,16.351099,32.19753,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1926,17.296438,33.70387,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1927,17.575342,32.418682,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1928,17.332787,33.14423,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1929,,,0,
1930,16.652056,31.96401,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1931,17.39452,33.658905,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1932,,,0,
1933,17.831867,32.63452,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1934,,,0,
1935,,,0,
1936,,,0,
1937,,,0,
1938,,,0,
1939,,,0,
1940,17.305738,31.875137,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1941,17.004383,31.672802,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1942,18.407396,33.276985,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1943,17.318356,33.929863,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1944,16.589808,32.114876,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1945,,,0,
1946,,,0,
1947,,,0,
1948,16.796175,33.477535,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1949,16.740822,32.174725,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1950,,,0,
1951,,,0,
1952,18.206028,34.011204,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1953,16.652603,32.953995,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1954,17.298357,32.184658,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1955,17.773424,32.73863,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1956,18.107924,32.06466,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1957,16.85782,32.59496,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1958,17.794521,33.412636,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1959,16.766481,32.70028,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1960,17.075691,32.748753,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1961,16.925,33.55618,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1962,18.099726,33.363834,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1963,16.498356,32.6337,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
1964,18.212841,32.860332,1,"=""47da7f5c-1bdc-49a0-8f6f-06601cbe671d"""
