Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1939,,,0,
1940,15.603056,28.498873,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1941,14.751099,28.246155,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1942,16.466482,28.874931,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1943,15.114804,28.631594,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1944,15.041759,28.748066,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1945,,,0,
1946,14.580716,29.215513,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1947,15.802786,28.240385,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1948,15.3315935,28.750969,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1949,15.263085,28.152893,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1950,16.120165,27.202465,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1951,14.530411,28.858517,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1952,15.601366,28.420492,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1953,14.899725,28.331781,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1954,16.438461,27.724932,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1955,16.075342,27.91044,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1956,15.158356,27.468306,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1957,15.145329,29.042192,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1958,16.083288,28.503014,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1959,15.630219,27.860165,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1960,14.440164,27.753006,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1961,14.942466,27.825205,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1962,15.672603,28.812056,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1963,15.407946,27.84685,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1964,16.470055,28.477869,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1965,15.565206,28.43233,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1966,15.427398,27.96822,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1967,15.518904,28.056986,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1968,15.416393,27.950274,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1969,16.555891,28.520548,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1970,15.900275,28.593094,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1971,16.089315,28.26923,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1972,15.387705,28.574247,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1973,17.842424,28.34,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1974,15.54274,27.922466,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1975,16.889862,28.138462,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1976,16.339344,28.00082,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1977,15.994707,27.975487,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1978,16.491507,27.536814,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1979,16.43041,28.562191,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1980,16.696428,28.776098,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1981,16.434711,28.075207,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1982,15.828219,28.544657,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1983,17.20822,27.791508,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1984,16.140163,27.954918,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1985,16.289589,28.204958,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1986,16.596165,28.297808,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1987,17.041643,28.988493,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1988,17.55164,28.659178,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1989,16.638083,27.67726,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1990,16.785675,28.43233,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1991,16.742466,29.06,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1992,16.331694,28.71694,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1993,17.553297,28.651098,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1994,16.321918,28.931232,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1995,17.472878,28.838903,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1996,17.111475,28.924864,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1997,17.203014,28.380548,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1998,17.9537,29.003014,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
1999,16.735891,28.580822,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
2000,16.474863,27.910656,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
2001,17.080275,29.352602,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
2002,17.19452,29.704931,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
2003,17.581919,29.044657,1,"=""64743257-54c6-4ebe-ba24-0f0557417644"""
