Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1910,19.854696,32.375,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1911,18.326302,31.865206,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1912,19.430328,32.888493,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1913,18.18232,32.106888,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1914,19.548077,31.864658,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1915,20.121096,33.611233,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1916,19.756987,32.47568,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1917,18.736088,31.818182,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1918,18.306078,32.19423,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1919,19.125069,32.155525,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1920,,,0,
1921,18.929316,31.879559,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1922,18.516209,32.303055,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1923,18.384066,32.312363,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1924,18.99423,32.10055,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1925,18.236164,31.739452,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1926,19.225824,32.65014,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1927,19.135538,32.40165,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1928,19.393698,32.426575,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1929,18.661983,32.02725,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1930,18.995054,31.496143,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1931,19.655495,32.684574,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1932,19.460548,32.300278,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1933,19.88822,31.91044,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1934,19.89507,32.139454,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1935,19.911507,32.174793,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1936,20.012295,32.171585,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1937,19.16,32.098083,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1938,19.96411,32.484657,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1939,18.784637,31.277933,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1940,18.832329,31.595901,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1941,18.75,31.271154,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1942,19.365934,33.18132,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1943,18.951508,32.646576,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1944,18.834152,31.635891,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1945,18.703836,32.059067,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1946,17.942583,32.119453,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1947,19.088951,32.33863,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1948,18.600552,32.523563,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1949,,,0,
1950,18.581917,31.042032,1,"=""c735e556-a0fc-4dc4-9d31-212a2317289c"""
1951,,,0,
1952,,,0,
1953,,,0,
1954,,,0,
1955,,,0,
1956,,,0,
1957,,,0,
1958,,,0,
1959,,,0,
1960,,,0,
